Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Cluster,PC1,PC2,TSNE1,TSNE2
Fine loamy,Luvisol: Well drained mineral soils,74.7,811,2,0,0.032236621832143264,-1.1274427607674908,10.636616,-75.075966
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,25.7,1203,3,2,1.7810006827922535,-0.30013490648653085,18.487118,3.4873602
Fine loamy,Luvisol: Well drained mineral soils,94.6,867,3,2,1.8981104284613304,-0.3659834810484808,96.23167,-7.4663057
Fine loamy,Surface-water Gley: Poorly drained mineral soil,52.5,1322,3,2,1.6645876946741156,0.13941935990748533,26.432594,24.755878
All,River alluvium,7.9,1225,0,1,-4.0011877806984035,-1.8899377336165388,-110.82688,-16.471714
Peat,Peat soils,424.0,1706,1,3,-2.990849402706456,2.8840720818667696,-57.478848,58.68961
Fine loamy,Surface-water Gley: Poorly drained mineral soil,118.6,1538,3,2,1.4277378000253007,1.079158185107831,28.056908,50.201565
Peat,Peat soils,46.6,2509,2,3,-1.028053947675744,1.8074178060318924,-34.71666,46.214344
Coarse loamy,Surface-water Gley: Poorly drained mineral soil,194.4,1578,2,0,-0.6404682697069748,1.2745084065681227,-15.810941,38.18584
Fine loamy,Surface-water Gley: Poorly drained mineral soil,85.1,1110,2,0,-0.17693211013886323,-0.48587640501682006,-9.580292,-30.382013
Fine loamy,Brown Earth: Well drained mineral soils,128.9,1048,2,0,-0.2008188271689466,-0.2453196486614837,4.2647386,-18.294544
Fine loamy,Surface-water Gley: Poorly drained mineral soil,207.1,1537,2,0,-0.6324604520372565,1.3013684646919166,-14.052112,38.5191
Fine loamy,Luvisol: Well drained mineral soils,77.4,971,3,2,1.8558233030251614,-0.31205907760733476,64.39286,-15.7103615
Coarse loamy,Brown Earth: Well drained mineral soils,19.0,1149,3,2,1.8258338140098402,-0.455200046173439,19.135988,-6.224381
Peat,Peat soils,68.8,879,1,1,-1.9345600553041176,-1.5440870068461385,-53.477745,-71.381325
Peat,Peat soils,285.0,1879,1,3,-2.8996337844649265,2.0764013871056313,-64.037025,48.625572
Fine loamy,Surface-water Gley: Poorly drained mineral soil,33.3,992,2,0,-0.024579119418897122,-1.1267981693406737,-14.146099,-70.77959
Peat,Peat soils,425.8,1774,1,3,-3.037592327283439,3.0253853740176697,-57.88929,58.768925
Peat,Peat soils,142.0,1483,1,1,-2.4334792757258077,0.17619443539753288,-62.910374,15.998437
Fine loamy,Luvisol: Well drained mineral soils,86.9,1141,3,2,1.7316482600587255,0.08187024264939602,50.674583,13.72985
Fine loamy,Brown Earth: Well drained mineral soils,61.8,1455,3,2,1.5647055966370056,0.4627936322692041,21.965343,37.08267
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,27.0,977,3,2,1.9256941066784803,-0.7105939547871157,38.154015,-33.354282
Fine loamy,Luvisol: Well drained mineral soils,70.4,886,3,2,1.92120380369417,-0.5273144781814663,72.75645,-30.231504
Fine loamy,Luvisol: Well drained mineral soils,111.2,914,2,0,-0.0879942851534894,-0.6388423034882921,20.569868,-55.17845
Peat,Peat soils,288.7,1592,1,3,-2.718884915608307,1.5718124224258503,-58.366222,44.5706
Fine loamy,Luvisol: Well drained mineral soils,13.7,720,3,2,2.111863612174706,-1.2974910810302367,53.820168,-56.79555
Peat,Peat soils,39.5,1015,3,2,1.8827508871821026,-0.5381865743210195,38.901386,-24.65475
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,127.0,1632,3,2,1.3544704393670024,1.3225610540562847,20.647657,53.49513
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,57.7,1242,2,0,-0.2224534037719077,-0.462707383838048,-26.314777,-17.402405
Peat,Peat soils,124.0,1902,2,0,-0.7475988357020906,1.3058077365554719,-29.607983,35.26098
Peat,Peat soils,79.2,1244,1,1,-2.1865400184673467,-0.7795658542363062,-58.61472,-5.834935
Coarse loamy,Brown Earth: Well drained mineral soils,48.3,1250,3,2,1.717437750454864,-0.028855861255817628,26.104279,15.800386
All,River alluvium,93.0,1215,0,1,-4.119249021055876,-1.2167707985434184,-101.14254,-17.290295
Fine loamy,Luvisol: Well drained mineral soils,36.1,1340,2,0,-0.2544089953585913,-0.45572924829622286,-35.376965,0.8940051
Peat,Peat soils,90.0,1807,3,2,1.2951070244832454,1.3477964957716657,14.288265,48.48701
Peat,Peat soils,78.6,853,1,1,-1.9320377786214515,-1.5128574088389972,-48.290222,-71.51447
Coarse loamy,Brown Earth: Well drained mineral soils,36.9,1092,3,2,1.8366096711836448,-0.4158752780559942,31.5905,-9.24053
Fine loamy,Surface-water Gley: Poorly drained mineral soil,140.2,1090,3,2,1.6867226479343795,0.4201470359189379,71.60825,35.805347
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,81.3,1826,2,0,-0.6358076271144526,0.81710581744992,-32.115486,31.972416
Peat,Lithosols: Stony mineral soils often overlying bedrock,88.0,1484,2,0,-0.42377337117870084,0.23444217598185957,-27.360931,14.392027
Peat,Peat soils,189.1,1616,1,1,-2.5886834240841936,0.8068531472481206,-63.880795,30.033894
Loamy,Surface-water Gley: Poorly drained mineral soil,60.3,1446,2,0,-0.358584247849429,-0.06152931771785597,-31.724394,10.051229
All,River alluvium,75.1,939,3,2,1.8799464201042397,-0.3903707259139134,66.82511,-20.324354
Fine loamy,Brown Earth: Well drained mineral soils,139.0,1055,3,2,1.7111818291323733,0.3451886729831559,74.18787,35.37396
Fine loamy,Brown Earth: Well drained mineral soils,100.0,1038,3,2,1.7792872703264928,-0.003521003025360514,70.313484,10.711775
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,93.4,1264,3,2,1.6423506418556837,0.36385319000297556,40.540245,29.588001
Fine loamy,Surface-water Gley: Poorly drained mineral soil,20.0,920,2,0,0.04158920773549202,-1.3690492740846303,-11.180679,-75.79161
Peat,Peat soils,69.7,1214,1,1,-2.153176678029868,-0.91268196903421,-61.4206,-9.658932
Fine loamy,Brown Earth: Well drained mineral soils,148.6,1367,3,2,1.4947514189703721,1.0044700234314297,38.951912,52.254242
Fine loamy,Surface-water Gley: Poorly drained mineral soil,52.0,1020,2,0,-0.07010977582436784,-0.9226191520996527,-13.941422,-54.721756
Fine loamy,Luvisol: Well drained mineral soils,36.2,900,2,0,0.03085285795908188,-1.274614972226376,-6.4883204,-73.74745
Peat,Peat soils,328.0,1393,1,1,-2.6473199367920444,1.5205633468335167,-52.081432,41.974403
All,River alluvium,-1.5,973,0,1,-3.8239693808812003,-2.43581615241585,-115.76451,-20.649118
Peat,Peat soils,70.0,1139,1,1,-2.104966615566508,-1.04996456370867,-57.492134,-19.955933
Peat,Lithosols: Stony mineral soils often overlying bedrock,350.4,2686,2,3,-1.5874912532699952,4.6068166368677606,-27.977388,58.527348
Peat,Peat soils,233.5,2246,1,3,-3.062317541397432,2.3414498499426264,-77.04987,44.79061
Fine loamy,Brown Earth: Well drained mineral soils,34.2,1064,3,2,1.858723586712384,-0.4899868076826789,30.577753,-16.122194
Fine loamy,Brown Earth: Well drained mineral soils,37.3,1171,3,2,1.7847805062346715,-0.26545042492815485,26.365135,0.20054817
Coarse loamy,Brown Earth: Well drained mineral soils,5.0,1329,3,2,1.7295655590254624,-0.2336778336746339,11.15653,26.534887
Coarse loamy,Brown Earth: Well drained mineral soils,5.0,1073,3,2,1.8956212436498419,-0.710593409370775,19.817879,-19.744207
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,25.7,1609,2,0,-0.41367631364792823,-0.03913917047108062,-39.004498,14.343399
Fine loamy,Luvisol: Well drained mineral soils,125.7,941,3,2,1.8045936670454505,0.024693606601551066,93.74817,15.174101
Peat,Peat soils,153.2,1728,2,0,-0.6774684146589909,1.2190273460956642,-23.756926,34.56438
Fine loamy,Brown Earth: Well drained mineral soils,182.8,1080,2,0,-0.30046093357548065,0.2524596472013292,0.9538394,16.32491
Clayey,Surface-water Gley: Poorly drained mineral soil,98.6,1052,3,2,1.7722550649003104,0.011179412354267892,66.61973,11.735489
Peat,Peat soils,64.7,948,1,1,-1.9733167117008703,-1.4488731492854616,-55.18098,-47.52549
Fine loamy,Luvisol: Well drained mineral soils,98.6,1003,2,0,-0.12728389832075848,-0.5754677693714704,5.822466,-40.918846
Peat,Peat soils,25.7,1478,1,1,-2.2600255653877506,-0.778548372536989,-82.21808,0.6335977
Coarse loamy,Brown Earth: Well drained mineral soils,32.7,1299,3,2,1.7084849769245416,-0.06438703976920568,16.847984,14.359392
Coarse loamy,Brown Earth: Well drained mineral soils,5.4,987,2,0,0.019497097575222,-1.3629181082059876,-17.703342,-74.57452
Fine loamy,Luvisol: Well drained mineral soils,87.7,875,3,2,1.9030196578199092,-0.4071714733416588,86.9229,-26.482302
Fine loamy,Brown Earth: Well drained mineral soils,76.0,983,3,2,1.8500884076351083,-0.30108456516283266,63.337402,-15.290759
Peat,Lithosols: Stony mineral soils often overlying bedrock,190.0,1643,2,0,-0.6761912421400331,1.3598316928657783,-17.451452,38.591408
Peat,Peat soils,5.0,1355,1,1,-2.14994558965661,-1.175966215148292,-80.87562,-8.853802
Loamy,Brown Podzolic: Well drained acid mineral soil,97.0,1356,2,0,-0.35391744560967187,0.06914734991685312,-22.066818,4.311495
Fine loamy,Brown Earth: Well drained mineral soils,138.9,1015,3,2,1.7372743844854126,0.2698576924830445,91.34626,24.919186
Fine loamy,Luvisol: Well drained mineral soils,11.8,1300,2,0,-0.19289861942949704,-0.7277873038130181,-39.42642,-3.768044
Fine loamy,Surface-water Gley: Poorly drained mineral soil,102.7,1251,2,0,-0.29415088265028855,-0.08012601171465994,-13.724487,-2.362895
Coarse loamy,Brown Earth: Well drained mineral soils,18.0,1359,2,0,-0.24024325258500534,-0.5674720157762427,-39.293633,-0.81306696
Fine loamy,Luvisol: Well drained mineral soils,60.1,828,3,2,1.9739003216812767,-0.7190966084518523,66.01771,-48.88375
Peat,Peat soils,49.2,1544,1,1,-2.337230134742672,-0.4645569532442714,-78.80921,5.676585
Fine loamy,Brown Earth: Well drained mineral soils,109.7,1368,3,2,1.5510347152088597,0.6901063956366378,36.76348,40.960968
Fine loamy,Brown Earth: Well drained mineral soils,7.481392,1188,3,2,1.8173942844801347,-0.47618221414937945,13.402123,-4.287354
Peat,Peat soils,6.3,1172,1,1,-2.033144331547135,-1.5063183503436655,-77.75416,-18.180347
Fine loamy,Luvisol: Well drained mineral soils,113.8,1085,3,2,1.7286035454713051,0.19622092401746793,64.1433,26.312437
Peat,Peat soils,138.0,1672,2,0,-0.6188978298145136,0.9911379506785143,-23.434204,32.03309
Loamy,Podzols: Well drained acid mineral soil,180.4,2106,2,3,-0.9624684709776195,2.144337729778869,-27.30608,47.725895
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,86.8,1029,3,2,1.8044439767123714,-0.12759324351525536,65.23898,-0.13878511
All,River alluvium,62.1,820,0,1,-3.8178067081024154,-2.2038294636860103,-95.82567,-32.79603
Fine loamy,Brown Earth: Well drained mineral soils,190.9,1059,3,2,1.6326291558412223,0.7745468918024114,65.43446,60.82836
Peat,Peat soils,220.8,1568,1,1,-2.603942401079145,0.9751276866409984,-61.101887,34.316147
Loamy,Brown Podzolic: Well drained acid mineral soil,90.3,1122,2,0,-0.19232641114056825,-0.4212490539314042,-7.9411216,-28.849249
Coarse loamy,Brown Earth: Well drained mineral soils,42.7,1290,3,2,1.6996874090391607,0.00013857678168682774,22.651556,16.564522
Peat,Peat soils,4.0,1056,1,1,-1.9545341929506828,-1.7411179219255404,-77.81635,-20.849085
Fine loamy,Luvisol: Well drained mineral soils,62.3,825,3,2,1.972626484864918,-0.7068011833075701,66.753975,-49.359066
Fine loamy,Surface-water Gley: Poorly drained mineral soil,47.7,1126,3,2,1.7987491004776759,-0.26473937401917347,35.173397,-3.8169515
Fine loamy,Brown Earth: Well drained mineral soils,119.2,1194,3,2,1.6499969984564338,0.44318041105167905,56.31085,33.754322
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,191.9,1302,2,0,-0.4577806189593261,0.7400107565809804,-8.324981,23.406301
Peat,Peat soils,81.6,841,2,0,0.0026785017871340244,-1.015462612706917,12.483144,-69.1096
Peat,Peat soils,134.0,1658,1,1,-2.535285533448639,0.4371771984138988,-70.639496,21.506247
Peat,Peat soils,152.4,2600,1,3,-3.173247812473153,2.3416550916147796,-82.38449,43.63132
Peat,Peat soils,478.4,1986,1,3,-3.252089726745256,3.8479279506731667,-59.34737,61.28464
Fine loamy,Luvisol: Well drained mineral soils,79.0,1021,2,0,-0.11027418107191522,-0.7012673152828972,-4.0172462,-44.84887
Fine loamy,Luvisol: Well drained mineral soils,91.5,987,3,2,1.8248088198385188,-0.16762988066619222,75.065346,-1.8154912
Fine loamy,Brown Earth: Well drained mineral soils,138.0,1021,2,0,-0.19662341305485942,-0.22164345470503244,4.828211,-14.702655
Fine loamy,Luvisol: Well drained mineral soils,73.9,992,3,2,1.847323959712603,-0.3013893597041468,61.160793,-14.396917
Peat,Peat soils,62.0,1985,2,0,-0.7106973313040696,0.9564211938576519,-33.72939,34.107315
Clayey,Surface-water Gley: Poorly drained mineral soil,54.4,1061,2,0,-0.10021714269650062,-0.8267280187874172,-17.071114,-49.701744
Fine loamy,Luvisol: Well drained mineral soils,119.1,877,2,0,-0.07555606529300718,-0.6435506857785466,23.820715,-55.62655
Fine loamy,Brown Earth: Well drained mineral soils,180.9,1065,2,0,-0.2879503703254094,0.20906986103368097,1.4197618,16.0271
Peat,Peat soils,55.5,1060,1,1,-2.032501447719916,-1.3150113902966432,-60.30562,-28.531296
All,River alluvium,36.2,1081,0,1,-3.9491998185229074,-1.928145876227761,-107.98367,-22.81663
Coarse loamy,Brown Earth: Well drained mineral soils,65.9,1144,3,2,1.7604367674052428,-0.083254480441731,41.925575,7.0846643
Coarse loamy,Brown Earth: Well drained mineral soils,69.5,1253,3,2,1.6844646037390039,0.14907241423586726,33.416172,21.904161
Peat,Peat soils,79.4,1217,1,1,-2.1693190422405784,-0.8282397002653294,-56.710075,-7.7858157
Fine loamy,Brown Earth: Well drained mineral soils,22.1,1053,3,2,1.883567702199116,-0.6088428113342143,25.696793,-18.85062
Fine loamy,Brown Earth: Well drained mineral soils,88.5,1024,2,0,-0.12612383602166588,-0.618450890109196,0.14021364,-41.374992
Fine loamy,Brown Earth: Well drained mineral soils,11.6,1041,2,0,-0.024604260489965668,-1.2119175775070277,-19.864174,-73.07207
Fine loamy,Luvisol: Well drained mineral soils,52.7,917,2,0,-0.004322791377133761,-1.1088127006755197,-3.402036,-70.55814
Peat,Peat soils,97.5,1642,1,1,-2.4714876130345735,0.11065351881268537,-75.90716,15.912475
All,River alluvium,1.0,1137,0,1,-3.934007669605683,-2.10996906679577,-112.753555,-18.044476
Fine loamy,Brown Earth: Well drained mineral soils,69.2,1248,3,2,1.6881469427207625,0.13731889150528298,33.55594,21.717402
Fine loamy,Groundwater Gley: Poorly drained mineral soil,165.0,1172,2,0,-0.3340860710120044,0.2791511022461808,-3.5699778,12.418382
Peat,Peat soils,216.6,1369,1,1,-2.4687131580042703,0.5702576290971875,-54.480198,32.39936
Coarse loamy,Brown Earth: Well drained mineral soils,88.6,852,3,2,1.9166215315610646,-0.4427030609173027,89.27634,-29.244345
Clayey,Surface-water Gley: Poorly drained mineral soil,93.6,1068,3,2,1.7691943161352652,0.0003405459557965784,64.24489,10.52282
Peat,Peat soils,298.8,2098,2,3,-1.1305631133209153,3.091933526384453,-23.176346,54.41951
All,River alluvium,89.3,1242,2,0,-0.26870146700345066,-0.20582409579973393,-15.89987,-7.9977374
Peat,Peat soils,104.9,914,1,1,-2.0100970025394806,-1.1854189365515855,-42.969765,-62.975105
Fine loamy,Luvisol: Well drained mineral soils,129.1,866,3,2,1.8482667359639438,-0.08738841234763128,98.49685,12.067991
Peat,Peat soils,292.4,1381,1,1,-2.58743382812455,1.2088077692808623,-52.32046,40.181854
Fine loamy,Luvisol: Well drained mineral soils,39.2,942,3,2,1.9305417673922118,-0.6766207968458912,45.667744,-35.236423
Fine loamy,Brown Earth: Well drained mineral soils,57.0,1096,3,2,1.8045977703849951,-0.24502619087023214,42.078495,-6.3620005
Fine loamy,Brown Earth: Well drained mineral soils,151.6,1042,2,0,-0.23014939817942448,-0.07196410941402265,2.241734,9.844617
Fine loamy,Surface-water Gley: Poorly drained mineral soil,41.0,1163,2,0,-0.14676843405476525,-0.7456384899729925,-29.795639,-29.795366
Peat,Peat soils,62.7,977,1,1,-1.9892006146151342,-1.4111059926779252,-54.47207,-45.394302
Fine loamy,Surface-water Gley: Poorly drained mineral soil,95.7,1224,2,0,-0.26639237302899144,-0.18733022717013437,-13.292395,-5.4998264
Fine loamy,Brown Earth: Well drained mineral soils,44.3,974,3,2,1.9023207206597066,-0.5755473382068037,45.89483,-30.02119
Fine loamy,Luvisol: Well drained mineral soils,29.7,735,3,2,2.078717046027016,-1.139479321402455,55.485485,-56.355194
Peat,Peat soils,130.0,1617,1,1,-2.502836492488833,0.32827931634022933,-70.08285,20.150328
Coarse loamy,Brown Earth: Well drained mineral soils,27.3,1196,2,0,-0.14812346527517573,-0.7955313778131873,-34.71334,-26.199213
Peat,Lithosols: Stony mineral soils often overlying bedrock,248.6,1661,2,0,-0.7736308459262111,1.8697369926694196,-16.00459,49.672188
Fine loamy,Brown Earth: Well drained mineral soils,65.9,1007,3,2,1.8493025048800087,-0.33847883149786906,54.57821,-15.726331
Fine loamy,Luvisol: Well drained mineral soils,70.1,942,3,2,1.8853181865740254,-0.42542796139070427,65.028404,-21.675278
Peat,Peat soils,10.0,1387,1,1,-2.178020281758636,-1.0757056783067942,-81.49552,-6.836604
Fine loamy,Brown Earth: Well drained mineral soils,97.8,999,2,0,-0.12351844120466549,-0.5894229496224394,5.742418,-41.33839
Coarse loamy,Brown Earth: Well drained mineral soils,121.1,1149,3,2,1.6764057362902012,0.3747931091655441,59.901146,32.151554
Fine loamy,Luvisol: Well drained mineral soils,126.0,1012,3,2,1.7581000968714688,0.15940192619129645,78.169266,28.654236
Fine loamy,Brown Earth: Well drained mineral soils,92.7,1074,2,0,-0.1647034814050068,-0.4911606012322801,-1.8434392,-34.664146
Coarse loamy,Brown Earth: Well drained mineral soils,89.8,1657,2,0,-0.538625072652402,0.5713653722268801,-30.288568,19.776741
Peat,Lithosols: Stony mineral soils often overlying bedrock,17.0,1316,2,0,-0.21088754050345848,-0.65570814685735,-38.711628,-2.6180809
Fine loamy,Luvisol: Well drained mineral soils,109.6,881,3,2,1.8670760636364996,-0.2179638908641579,96.147644,-1.9110531
Fine loamy,Surface-water Gley: Poorly drained mineral soil,82.1,1135,2,0,-0.18875784667607576,-0.4636902722554319,-12.505286,-28.800024
Fine loamy,Surface-water Gley: Poorly drained mineral soil,63.5,1028,2,0,-0.09212979847402991,-0.8142295336363442,-10.369563,-50.07088
Fine loamy,Brown Earth: Well drained mineral soils,39.4,807,2,0,0.08649442646368666,-1.4218559611868726,-4.404925,-78.21387
Fine loamy,Brown Earth: Well drained mineral soils,13.8,1180,3,2,1.8133359492347942,-0.43972048415364373,15.193344,-4.112538
Peat,Peat soils,395.4,1510,3,2,1.0407905233636496,3.2771630797440827,22.626287,74.07361
Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.3,866,2,0,0.001536653274929911,-1.0526197711695695,6.228471,-69.31039
Fine loamy,Luvisol: Well drained mineral soils,62.2,933,3,2,1.9027180975444873,-0.5064153466083502,62.517815,-28.057104
Peat,Peat soils,145.1,1443,1,1,-2.4120700685481147,0.12687695242028818,-61.724083,15.453498
Coarse loamy,Brown Earth: Well drained mineral soils,105.5,1798,3,2,1.2782599519214886,1.4570328111899866,14.506983,49.122257
Fine loamy,Surface-water Gley: Poorly drained mineral soil,44.6,1199,2,0,-0.17538878140233294,-0.6493070524274971,-29.185404,-26.677002
Peat,Peat soils,44.4,962,1,1,-1.9526878919664137,-1.587814953650268,-62.396698,-41.655003
Fine loamy,Luvisol: Well drained mineral soils,82.0,864,3,2,1.9184970769559477,-0.4740004819474597,85.06313,-28.631582
Fine loamy,Luvisol: Well drained mineral soils,75.1,1336,3,2,1.6224303779328375,0.3492210067086181,29.867186,27.928753
Fine loamy,Surface-water Gley: Poorly drained mineral soil,66.2,1031,2,0,-0.0980273385511703,-0.7866917906987357,-9.8175335,-48.820194
Loamy,Brown Podzolic: Well drained acid mineral soil,3.8,1178,2,0,-0.1020543367873259,-1.0201011266628786,-41.23406,-32.347694
Peat,Peat soils,58.6,958,1,1,-1.9708756294222565,-1.4798318642627968,-56.317112,-45.68741
Coarse loamy,Brown Earth: Well drained mineral soils,78.0,1073,3,2,1.7887823633997577,-0.11716049713036603,56.312588,1.5109181
