Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Raw_Hydrology,Flood_Risk_Index,Runoff_Index,Cluster_Agglo,Cluster_KMeans,UMAP1,UMAP2
Peat,Peat soils,1.7890092899843748,0.22746368240604414,2,2,-1.5615456075783307,-0.7890092899843748,0,1,-0.15379143,11.07652
Fine loamy,Luvisol: Well drained mineral soils,-0.3593157588061399,-0.6058839875105815,0,0,-0.24656822870444156,3.3593157588061398,0,0,17.800669,1.7917734
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,1.5480545937363823,0.9339348904668513,0,0,-0.614119703269531,1.4519454062636177,0,0,11.649153,5.9148936
Peat,Peat soils,-1.8523341103240762,1.130016695153116,2,2,2.9823508054771923,2.852334110324076,0,0,5.031804,15.413642
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.32076198200595185,-0.04070702106193572,3,3,-0.3614690030678876,-0.32076198200595185,0,1,-7.039055,-1.2327623
Fine loamy,Brown Earth: Well drained mineral soils,-0.2962621934328335,-0.5856990958517012,3,3,-0.2894369024188677,0.2962621934328335,0,1,-7.0519824,-3.8619485
Fine loamy,Brown Earth: Well drained mineral soils,-0.3705753240513732,-0.7414111172202057,0,0,-0.3708357931688325,3.3705753240513734,0,0,18.372347,2.4374
Loamy,Podzols: Well drained acid mineral soil,2.8766832926739125,0.5014014977765612,0,0,-2.3752817948973513,0.12331670732608746,0,1,8.170865,6.91356
Fine loamy,Brown Earth: Well drained mineral soils,-2.000960371561156,-0.5309115327775978,0,0,1.4700488387835584,5.000960371561156,0,0,7.745733,-4.678547
Fine loamy,Brown Earth: Well drained mineral soils,1.7800016377881887,0.293785469285222,0,0,-1.4862161685029667,1.2199983622118113,0,0,10.748972,6.5827513
Coarse loamy,Brown Earth: Well drained mineral soils,-1.4582493267409107,-0.19065193052790297,0,0,1.2675973962130076,4.45824932674091,0,0,10.295559,-4.650268
Fine loamy,Luvisol: Well drained mineral soils,0.14736467722935886,-0.5741648720466268,0,0,-0.7215295492759857,2.852635322770641,0,0,16.623638,5.5204563
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.4627531528390039,-0.43863774233700265,3,3,1.0241154105020012,1.4627531528390039,0,0,0.1985421,-4.056369
Fine loamy,Luvisol: Well drained mineral soils,-0.5394688027298729,-0.9086573623937846,3,3,-0.36918855966391173,0.5394688027298729,0,1,-7.175095,-5.107464
Peat,Peat soils,-2.331991589771015,0.5014014977765612,2,2,2.8333930875475764,3.331991589771015,0,0,5.4835005,15.649008
Peat,Peat soils,-0.35481193270804656,0.4321961549461148,3,3,0.7870080876541614,0.35481193270804656,0,1,-3.611457,-2.5434349
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.4332070282350027,0.7551544214881981,3,3,-0.6780526067468046,-1.4332070282350027,0,1,-6.368576,2.0767307
Peat,Lithosols: Stony mineral soils often overlying bedrock,-1.0303858474220449,0.33992236450551955,0,0,1.3703082119275645,4.030385847422044,0,0,11.064401,-3.255353
Peat,Peat soils,-1.3501575003866708,0.6715312989014086,2,2,2.0216887992880794,2.350157500386671,0,0,3.7424014,16.420366
Peat,Peat soils,2.707789813995413,2.7909449230838304,3,3,0.0831551090884175,-2.707789813995413,0,1,-5.2208757,3.275742
Fine loamy,Luvisol: Well drained mineral soils,-0.7488967162912122,-0.29157638882230397,3,3,0.45732032746890827,0.7488967162912122,0,0,-3.2859597,-4.470284
All,River alluvium,-1.8095477623921898,-0.8308013517095323,1,1,0.9787464106826576,3.8095477623921896,0,0,10.441032,13.025278
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.165678193708762,-0.003220793695443913,3,3,1.162457400013318,1.165678193708762,0,0,-0.6930478,-3.1755269
Peat,Peat soils,-2.2441669808581954,-0.42421996258065964,2,2,1.819947018277536,3.2441669808581954,0,0,4.882327,17.263056
Fine loamy,Luvisol: Well drained mineral soils,0.2194258947988521,-0.7846644564892347,0,0,-1.0040903512880868,2.780574105201148,0,0,16.08385,7.3056836
Coarse loamy,Brown Earth: Well drained mineral soils,-0.676835498721719,-0.23678882574820057,0,0,0.4400466729735184,3.676835498721719,0,0,15.163536,-1.5698565
Coarse loamy,Brown Earth: Well drained mineral soils,-1.5280586312613573,-0.05224124486701012,0,0,1.4758173863943471,4.5280586312613575,0,0,9.580125,-4.3534565
Fine loamy,Luvisol: Well drained mineral soils,-0.6678278465255326,-0.9201915861988589,0,0,-0.25236373967332626,3.6678278465255327,0,0,18.996464,0.35247526
Clayey,Surface-water Gley: Poorly drained mineral soil,0.33652537334927857,-0.4818910816060316,3,3,-0.8184164549553101,-0.33652537334927857,0,1,-8.177463,-0.5953167
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.658548939362951,-0.7298768934151313,0,0,-1.3884258327780823,2.341451060637049,0,0,13.669781,7.7370386
Peat,Peat soils,-1.5122952399180303,-0.8135000160019207,2,2,0.6987952239161096,2.5122952399180303,0,0,1.7705836,19.297764
Fine loamy,Luvisol: Well drained mineral soils,-1.6564176750570168,-0.19353548647917157,0,0,1.4628821885778451,4.656417675057017,0,0,9.232902,-4.620955
Fine loamy,Luvisol: Well drained mineral soils,0.20141059040647888,-0.7875480124405033,0,0,-0.9889586028469822,2.798589409593521,0,0,16.121088,7.29291
Fine loamy,Luvisol: Well drained mineral soils,-0.6498125421331591,-1.078787163518632,3,3,-0.4289746213854728,0.6498125421331591,0,1,-7.18782,-5.6242332
All,Lake alluvium,-1.8635936755693097,-0.9173080302475903,1,1,0.9462856453217193,3.8635936755693097,0,0,10.443089,13.009981
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.08908619292054057,-0.5914662077542384,3,3,-0.5023800148336979,0.08908619292054057,0,1,-7.836288,-2.5308447
Peat,Peat soils,2.5028657265321668,1.6231047628200468,2,2,-0.87976096371212,-1.5028657265321668,0,1,0.6498093,11.152925
Fine loamy,Brown Earth: Well drained mineral soils,-1.4177148918580706,-0.30022705667610977,0,0,1.1174878351819608,4.41771489185807,0,0,10.99608,-4.983049
Fine loamy,Luvisol: Well drained mineral soils,-1.2735924567190844,-0.7154591136587883,0,0,0.558133343060296,4.273592456719085,0,0,13.790742,-5.1538186
Clayey,Surface-water Gley: Poorly drained mineral soil,2.6424843355730596,0.4725659382638752,3,3,-2.1699183973091842,-2.6424843355730596,1,1,-6.1825247,5.06504
Fine loamy,Luvisol: Well drained mineral soils,-0.5732474984655728,-1.0614858278110204,0,0,-0.48823832934544764,3.5732474984655727,0,0,19.751476,2.2688425
Fine loamy,Luvisol: Well drained mineral soils,0.048280503071305964,-1.0413009361521401,3,3,-1.0895814392234462,-0.048280503071305964,0,1,-9.138734,-1.0640234
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.2195465435419643,0.13807344791671752,3,3,1.357619991458682,1.2195465435419643,0,0,-0.34285152,-2.7244482
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,-1.1677525434138913,0.5042850537278298,3,3,1.6720375971417212,1.1677525434138913,0,0,-0.50806755,-1.9911283
Peat,Peat soils,12.217618620119461,1.8336043472626546,2,2,-10.384014272856806,-11.217618620119461,1,1,6.9671483,14.339413
Peat,Peat soils,9.44100983064493,1.6692416580403444,2,2,-7.7717681726045855,-8.44100983064493,1,1,-0.9491888,5.9791927
Peat,Peat soils,0.14060893808221894,4.725810966385061,3,3,4.585202028302842,-0.14060893808221894,0,0,-0.8401265,0.36223704
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-2.3972970681933683,-0.19065193052790297,0,0,2.206645137665465,5.397297068193368,0,0,6.64968,-2.102311
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.1383570250331724,0.582141064412082,3,3,0.44378403937890964,-0.1383570250331724,0,1,-4.3314157,-2.2186527
Peat,Peat soils,-1.4920280224766105,-0.8855889147836358,2,2,0.6064391076929747,2.4920280224766103,0,0,1.5547457,19.427134
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.44236528665447167,0.0746352169888083,3,3,-0.36773006966566335,-0.44236528665447167,0,1,-7.0598783,-0.54597044
Peat,Peat soils,-2.0212275890025757,0.7609215333907353,2,2,2.782149122393311,3.0212275890025757,0,0,5.286034,15.678208
Peat,Peat soils,-1.1137066302367715,-1.0528351599572146,2,2,0.06087147027955697,2.1137066302367717,0,0,-0.80413246,18.62779
Fine loamy,Brown Earth: Well drained mineral soils,2.4825985090907468,-0.09837814008730773,0,0,-2.5809766491780546,0.5174014909092532,0,1,8.566898,7.1983776
Fine loamy,Brown Earth: Well drained mineral soils,-0.9177901949697118,-0.4905417494598374,0,0,0.4272484455098744,3.9177901949697116,0,0,15.047717,-3.1794505
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-0.3593157588061399,-0.5914662077542384,0,0,-0.2321504489480985,3.3593157588061398,0,0,17.780392,1.7362152
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.42434998226209814,0.9627704499795373,3,3,0.5384204677174391,-0.42434998226209814,0,1,-4.9857697,0.24279784
Fine loamy,Luvisol: Well drained mineral soils,-0.40885784588516655,-0.9201915861988589,0,0,-0.5113337403136924,3.4088578458851666,0,0,19.058718,3.004495
All,River alluvium,0.33652537334927857,0.6426957393887226,1,1,0.30617036603944403,1.6634746266507214,0,0,10.580409,15.198071
Fine loamy,Brown Podzolic: Well drained acid mineral soil,6.58108025835567,-0.03782346511066712,3,3,-6.618903723466337,-6.58108025835567,1,1,-2.0361426,6.113932
Fine loamy,Luvisol: Well drained mineral soils,-0.8232098469097521,-0.5251444208750606,0,0,0.29806542603469144,3.823209846909752,0,0,15.731415,-2.3879676
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.4336288894246797,-0.5770484279978955,3,3,-0.14341953857321577,0.4336288894246797,0,1,-6.4012074,-4.4610305
Coarse loamy,Brown Earth: Well drained mineral soils,-1.077676021452025,-0.5280279768263293,0,0,0.5496480446256956,4.0776760214520245,0,0,14.291446,-4.1245255
Peat,Lithosols: Stony mineral soils often overlying bedrock,-0.7601562815364455,-0.22237104599185756,0,0,0.537785235544588,3.7601562815364455,0,0,14.7442665,-2.072931
Peat,Peat soils,-1.3208826307490642,-0.41845285067812243,3,3,0.9024297800709418,1.3208826307490642,0,0,-0.45973462,-4.392051
Fine loamy,Brown Earth: Well drained mineral soils,-1.1655006303648445,-0.5828155399004327,0,0,0.5826850904644119,4.1655006303648445,0,0,14.033734,-4.4675636
Fine loamy,Brown Earth: Well drained mineral soils,-0.5484764549260592,-0.8279177957582637,0,0,-0.2794413408322045,3.5484764549260595,0,0,18.843569,1.13529
Coarse loamy,Brown Earth: Well drained mineral soils,-1.496531848574704,-0.20218615433297737,0,0,1.2943456942417266,4.496531848574704,0,0,10.104326,-4.692514
Loamy,Podzols: Well drained acid mineral soil,8.628069219939086,0.6686477429501401,3,3,-7.959421476988945,-8.628069219939086,1,1,-1.4257962,5.9202104
Fine loamy,Brown Earth: Well drained mineral soils,-0.33454471526662644,-0.5107266411187177,0,0,-0.17618192585209125,3.3345447152666265,0,0,17.450565,1.6191748
Loamy,Podzols: Well drained acid mineral soil,6.126193822448245,0.3110868049928336,0,0,-5.815107017455412,-3.1261938224482453,1,1,5.8229637,7.073736
Peat,Peat soils,3.439661554935578,2.104658606681903,2,2,-1.335002948253675,-2.439661554935578,0,1,0.78612536,10.375048
Fine loamy,Brown Earth: Well drained mineral soils,-0.2512239324519002,-0.15316570316141115,0,0,0.09805822929048907,3.2512239324519,0,0,16.114067,1.1994683
Peat,Peat soils,-0.591262802857946,0.034265433671047896,2,2,0.6255282365289938,1.5912628028579459,0,0,-0.02376861,16.917511
Coarse loamy,Brown Earth: Well drained mineral soils,-2.0279833281497157,0.22169657050350694,0,0,2.2496798986532225,5.027983328149716,0,0,7.087591,-1.9612281
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-1.2735924567190844,0.6599970750963342,0,0,1.9335895318154186,4.273592456719085,0,0,10.130821,-2.497539
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.6948508031140923,-0.6895071100973709,3,3,0.00534369301672144,0.6948508031140923,0,1,-5.2803946,-5.226859
Peat,Peat soils,-1.6406542837136904,-0.4530555220933456,2,2,1.1875987616203447,2.6406542837136904,0,0,3.0861602,18.242281
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.1452334129234247,-0.020522129403055516,3,3,1.1247112835203692,1.1452334129234247,0,0,-0.80152607,-3.247748
Coarse loamy,Brown Earth: Well drained mineral soils,-0.6498125421331591,-0.19353548647917157,0,0,0.4562770556539875,3.649812542133159,0,0,15.102987,-1.5421021
Fine loamy,Luvisol: Well drained mineral soils,-1.1992793261005446,-0.5597470922902839,0,0,0.6395322338102607,4.1992793261005446,0,0,13.625331,-4.615879
Fine loamy,Brown Earth: Well drained mineral soils,0.30499859066262514,-0.7068084458049825,3,3,-1.0118070364676077,-0.30499859066262514,0,1,-8.770228,-0.44756395
Peat,Lithosols: Stony mineral soils often overlying bedrock,7.4142880865029355,-0.305994168578647,3,3,-7.720282255081583,-7.4142880865029355,1,1,-1.5205746,5.985018
Coarse loamy,Brown Earth: Well drained mineral soils,-1.1001951519424915,-0.5107266411187177,0,0,0.5894685108237738,4.100195151942492,0,0,14.041481,-4.141786
Peat,Peat soils,-0.7016065422612325,0.625394403681111,2,2,1.3270009459423435,1.7016065422612325,0,0,2.1921346,16.137955
Peat,Peat soils,-0.7196218466536057,-1.0239996004445286,3,3,-0.3043777537909229,0.7196218466536057,0,1,-6.719586,-6.033021
Peat,Peat soils,9.042421220963671,1.8509056829702664,2,2,-7.191515537993405,-8.042421220963671,1,1,-0.8761763,6.0418286
Peat,Peat soils,0.2734718079759721,-0.738527561268937,2,2,-1.0119993692449092,0.7265281920240279,0,1,-2.6525183,14.237872
Peat,Peat soils,8.405129828083465,4.50089360218611,2,2,-3.904236225897355,-7.405129828083465,1,1,-1.5621243,6.527984
Peat,Peat soils,9.71123939653053,1.0925304677866243,2,2,-8.618708928743906,-8.71123939653053,1,1,-1.0328857,5.90512
Loamy,Podzols: Well drained acid mineral soil,1.1449621579570297,0.5619561727532019,3,3,-0.5830059852038278,-1.1449621579570297,0,1,-6.0928545,1.5554802
Fine loamy,Luvisol: Well drained mineral soils,-0.9403093254601784,-1.2835196360587027,3,3,-0.34321031059852425,0.9403093254601784,0,1,-5.8468933,-6.563996
Fine loamy,Luvisol: Well drained mineral soils,-1.0033628908334848,-1.318122307473926,0,0,-0.31475941664044105,4.003362890833484,0,0,19.047216,-2.9225965
Peat,Peat soils,2.5501559005621464,1.0550442404201326,2,2,-1.4951116601420138,-1.5501559005621464,0,1,0.3524391,10.597073
Fine loamy,Luvisol: Well drained mineral soils,-0.530461150533686,-0.23102171384566336,3,3,0.29943943668802264,0.530461150533686,0,1,-4.3959723,-4.1488204
Fine loamy,Luvisol: Well drained mineral soils,0.30499859066262514,-1.006698264736917,0,0,-1.311696855399542,2.695001409337375,0,0,14.854308,7.913612
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5079420200432194,-0.5712813160953583,3,3,-0.06333929605213884,0.5079420200432194,0,1,-5.9513373,-4.5929
Peat,Peat soils,-0.5822551506617593,-0.9576778135653508,2,2,-0.3754226629035915,1.5822551506617593,0,0,-2.6698189,15.973569
Fine loamy,Surface-water Gley: Poorly drained mineral soil,2.4263006828645803,-0.27427505311469236,3,3,-2.700575735979273,-2.4263006828645803,1,1,-6.5554495,5.6235704
Peat,Peat soils,-1.7960362840979098,2.851499598060471,3,3,4.6475358821583805,1.7960362840979098,0,0,-0.3526659,0.57380944
Fine loamy,Brown Earth: Well drained mineral soils,0.5301898955672916,-0.06377546867208453,0,0,-0.5939653642393761,2.4698101044327085,0,0,14.646742,5.050935
Peat,Peat soils,2.498361900434073,2.401664869662569,2,2,-0.09669703077150427,-1.4983619004340731,0,1,0.8101735,11.824012
Fine loamy,Brown Earth: Well drained mineral soils,-0.5664917593184329,-0.4588226339958828,0,0,0.10766912532255007,3.566491759318433,0,0,16.805456,-0.40777346
Fine loamy,Brown Earth: Well drained mineral soils,1.834047550965308,-0.28004216501722956,3,3,-2.1140897159825376,-1.834047550965308,0,1,-7.440954,4.233694
Fine loamy,Luvisol: Well drained mineral soils,-1.5685930661441967,-0.7529453410252801,0,0,0.8156477251189166,4.568593066144197,0,0,11.780881,-5.9319344
Fine loamy,Luvisol: Well drained mineral soils,-0.2872545412366467,-0.09837814008730773,0,0,0.18887640114933896,3.2872545412366465,0,0,15.991163,0.6939448
Fine loamy,Brown Earth: Well drained mineral soils,0.22167780784789862,-0.7414111172202057,3,3,-0.9630889250681043,-0.22167780784789862,0,1,-8.6904125,-0.71919477
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.5552321940731996,-0.5741648720466268,0,0,-0.018932677973427237,3.5552321940731995,0,0,17.351845,-0.08485889
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.1519891520705645,-0.42998707448319684,3,3,0.7220020775873677,1.1519891520705645,0,0,-1.4355191,-4.9127645
Peat,Peat soils,1.6944289419244152,2.511239995810776,3,3,0.8168110538863607,-1.6944289419244152,0,1,-4.809547,1.432747
Peat,Peat soils,-1.629394718468457,-0.8827053588323671,2,2,0.7466893596360898,2.6293947184684567,0,0,2.1314023,19.312538
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-1.4447378484466304,0.8243597643186444,3,3,2.269097612765275,1.4447378484466304,0,0,-0.15162654,-0.598987
Fine loamy,Brown Earth: Well drained mineral soils,-2.4175642860851707,-0.7039248898537139,0,0,1.7136393962314567,5.41756428608517,0,0,6.6650686,-3.6193388
Fine loamy,Brown Earth: Well drained mineral soils,-2.0572581977873226,-0.19641904243044017,0,0,1.8608391553568824,5.0572581977873226,0,0,7.1809535,-3.2197902
Peat,Peat soils,-1.2983635002585976,0.32550458474917654,3,3,1.623868085007774,1.2983635002585976,0,0,-0.051993906,-2.1686816
Peat,Lithosols: Stony mineral soils often overlying bedrock,5.657795908246539,2.349760862539734,3,3,-3.3080350457068053,-5.657795908246539,1,1,-3.6616457,5.7930746
Peat,Peat soils,3.000538510371479,1.6807758818454188,2,2,-1.3197626285260602,-2.000538510371479,0,1,0.76295066,10.48891
Coarse loamy,Brown Earth: Well drained mineral soils,-0.9448131515582718,0.08616944079388271,3,3,1.0309825923521545,0.9448131515582718,0,0,-1.5216753,-3.6177263
Peat,Peat soils,-1.4424859353975839,-0.5309115327775978,2,2,0.911574402619986,2.442485935397584,0,0,2.4738746,18.907001
Peat,Peat soils,-1.7262269795774632,-0.30022705667610977,2,2,1.4259999229013534,2.726226979577463,0,0,3.6022305,18.13416
Peat,Peat soils,0.1383570250331724,0.8387775440749875,2,2,0.7004205190418151,0.8616429749668276,0,0,1.052979,14.719968
Clayey,Surface-water Gley: Poorly drained mineral soil,-0.764660107634539,0.0775187729400769,3,3,0.8421788805746159,0.764660107634539,0,0,-2.214607,-3.4877255
Coarse loamy,Brown Earth: Well drained mineral soils,0.30274667761357865,-0.29445994477357257,0,0,-0.5972066223871513,2.6972533223864215,0,0,15.790812,5.125592
Fine loamy,Brown Earth: Well drained mineral soils,-0.08458236682244719,-0.5222608649237921,0,0,-0.4376784981013449,3.0845823668224472,0,0,17.173449,3.6425412
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.5980185420050859,-0.4732404137522258,3,3,0.12477812825286005,0.5980185420050859,0,1,-5.180169,-4.9148684
Fine loamy,Groundwater Gley: Poorly drained mineral soil,-0.12286488865624048,-0.9490271457115449,3,3,-0.8261622570553044,0.12286488865624048,0,1,-8.837612,-2.0422463
All,River alluvium,-0.969584195097785,-1.3325400872302688,1,1,-0.3629558921324838,2.9695841950977853,0,0,11.407327,15.169571
Peat,Peat soils,-0.942561238509225,-1.179711621813033,2,2,-0.237150383303808,1.942561238509225,0,0,-2.1095142,17.645666
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-1.1272181085310513,0.4264290430435776,3,3,1.5536471515746288,1.1272181085310513,0,0,-0.53420126,-2.093871
Fine loamy,Luvisol: Well drained mineral soils,-0.22194906281429339,-0.9547942576140821,0,0,-0.7328451947997887,3.2219490628142933,0,0,18.433477,4.713418
Fine loamy,Brown Earth: Well drained mineral soils,-2.359014546359575,-1.3354236431815374,0,0,1.0235909031780377,5.359014546359575,0,0,8.671085,-6.140748
Clayey,Surface-water Gley: Poorly drained mineral soil,-0.012521149252953955,1.0435100166150582,3,3,1.0560311658680122,0.012521149252953955,0,1,-3.7040231,-0.1421799
Peat,Peat soils,4.0701972086686435,2.0239190400463825,2,2,-2.046278168622261,-3.0701972086686435,1,1,0.59162045,8.931501
Fine loamy,Luvisol: Well drained mineral soils,-0.7939349772721455,-0.043590577013204325,3,3,0.7503444002589411,0.7939349772721455,0,0,-2.3600287,-3.699291
Fine loamy,Luvisol: Well drained mineral soils,-1.7127155012831832,-1.2777525241561654,3,3,0.4349629771270178,1.7127155012831832,0,0,0.10267353,-5.431444
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-2.532411851136168,0.7003668584140946,0,0,3.2327787095502627,5.5324118511361675,0,0,7.4943066,-0.34891123
Peat,Peat soils,-0.503438193945126,-0.6491373267796104,3,3,-0.14569913283448443,0.503438193945126,0,1,-6.2407274,-4.7783666
Fine loamy,Luvisol: Well drained mineral soils,-0.7826754120269122,-0.04935768891574152,3,3,0.7333177231111706,0.7826754120269122,0,0,-2.3858929,-3.704091
Coarse loamy,Brown Earth: Well drained mineral soils,-0.2917583673347401,-0.9605613695166193,3,3,-0.6688030021818792,0.2917583673347401,0,1,-8.519671,-3.259282
Fine loamy,Brown Earth: Well drained mineral soils,0.16312806857268555,-0.5309115327775978,0,0,-0.6940396013502834,2.8368719314273143,0,0,16.566435,5.51461
Fine loamy,Luvisol: Well drained mineral soils,-0.5800032376127127,-0.9028902504912474,3,3,-0.3228870128785347,0.5800032376127127,0,1,-6.9184103,-5.378092
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.1925235869534045,0.15537478362432913,3,3,1.3478983705777337,1.1925235869534045,0,0,-0.39570123,-2.7263346
Fine loamy,Brown Earth: Well drained mineral soils,-0.20393375842192016,-0.8394520195633381,0,0,-0.635518261141418,3.20393375842192,0,0,18.38127,4.0781803
Loamy,Surface-water Gley: Poorly drained mineral soil,1.9624065947609681,-0.9086573623937846,3,3,-2.8710639571547527,-1.9624065947609681,1,1,-6.6283627,5.5710897
All,River alluvium,-1.4852722833294705,-1.0441844921034087,0,0,0.4410877912260618,4.48527228332947,0,0,14.194034,-5.9877377
Fine loamy,Luvisol: Well drained mineral soils,-1.0326377604710917,-0.7212262255613255,3,3,0.31141153490976614,1.0326377604710917,0,0,-3.2400038,-5.717966
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.8187060208116587,-1.3729098705480292,0,0,-0.5542038497363705,3.8187060208116588,0,0,20.294697,1.5129865
Peat,Peat soils,0.29824285151548524,-0.7817809005379661,3,3,-1.0800237520534512,-0.29824285151548524,0,1,-8.930883,-0.38508764
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,0.19240293821029208,0.19862812289335813,0,0,0.006225184683066043,2.807597061789708,0,0,15.595877,2.5044858
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,5.295237907350026,4.919009215120058,3,3,-0.3762286922299687,-5.295237907350026,0,1,-4.9286847,4.4278774
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,0.21267015565171218,-0.666438662487222,3,3,-0.8791088181389343,-0.21267015565171218,0,1,-8.523542,-0.9328417
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.33229280221757995,-0.014755017500518317,0,0,0.3175377847170616,3.33229280221758,0,0,15.25214,0.44160903
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.5372168896808259,-1.1566431742028842,3,3,-0.6194262845220583,0.5372168896808259,0,1,-8.003745,-4.475346
Fine loamy,Luvisol: Well drained mineral soils,-0.3300408891685334,-0.536678644680135,0,0,-0.20663775551160163,3.3300408891685334,0,0,17.609343,1.75346
Fine loamy,Luvisol: Well drained mineral soils,-1.0078667169315783,-0.9605613695166193,0,0,0.047305347414958954,4.007866716931578,0,0,17.316568,-3.2302308
Peat,Peat soils,6.036117300486379,1.2568931570089346,2,2,-4.779224143477444,-5.036117300486379,1,1,-0.06475273,6.9740634
Peat,Peat soils,5.84020086521932,3.5666214739750837,2,2,-2.273579391244236,-4.84020086521932,1,1,0.07187019,8.056646
Peat,Peat soils,-1.4920280224766105,-0.8106164600506521,2,2,0.6814115624259584,2.4920280224766103,0,0,1.7060012,19.332571
Peat,Peat soils,1.3611458106655092,2.107542162633172,2,2,0.7463963519676626,-0.3611458106655092,0,1,1.0240587,13.293376
Coarse loamy,Brown Earth: Well drained mineral soils,-1.1317219346291447,-0.4991924173136432,3,3,0.6325295173155014,1.1317219346291447,0,0,-1.6457657,-5.0446258
Peat,Peat soils,-1.8748532408145429,-0.21948749004058896,2,2,1.6553657507739539,2.874853240814543,0,0,4.163491,17.716602
Fine loamy,Luvisol: Well drained mineral soils,-0.4831709765037063,-0.7241097815125941,0,0,-0.2409388050088878,3.483170976503706,0,0,18.460203,1.2384719
Fine loamy,Luvisol: Well drained mineral soils,-1.1452334129234247,-0.9778627052242309,0,0,0.16737070769919382,4.1452334129234245,0,0,16.605934,-4.3067484
Fine loamy,Luvisol: Well drained mineral soils,0.3815636343302118,-0.13298081150253094,3,3,-0.5145444458327427,-0.3815636343302118,0,1,-7.389955,-0.6848711
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.9763399342449249,-0.7500617850740114,3,3,0.2262781491709135,0.9763399342449249,0,0,-3.6164885,-5.700365
All,River alluvium,-1.6834406316455768,0.016964097963436293,0,0,1.700404729609013,4.683440631645577,0,0,8.824501,-3.2782824
Peat,Peat soils,-1.4650050658880505,1.4356736259875877,2,2,2.900678691875638,2.4650050658880502,0,0,4.355169,15.620493
All,River alluvium,-0.7511486293402588,-0.42710351853192824,1,1,0.3240451108083306,2.7511486293402587,0,0,10.903499,14.550452
Loamy,Brown Podzolic: Well drained acid mineral soil,-1.1880197608553111,0.23611435025984995,0,0,1.424134111115161,4.188019760855311,0,0,10.492503,-3.4431653
Peat,Peat soils,-0.8322174991059388,-0.043590577013204325,2,2,0.7886269220927344,1.8322174991059388,0,0,0.8399071,17.48214
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.527787376294962,-0.5107266411187177,3,3,-2.0385140174136795,-1.527787376294962,0,1,-7.7746215,3.7404542
Peat,Peat soils,3.1288975541671387,1.3145642760343066,3,3,-1.814333278132832,-3.1288975541671387,1,1,-5.5342026,4.613485
Fine loamy,Luvisol: Well drained mineral soils,-0.36381958490423333,-0.9951640409318425,0,0,-0.6313444560276091,3.3638195849042334,0,0,18.925438,3.8930037
Peat,Peat soils,-0.1679031496371737,1.2338247093987857,2,2,1.4017278590359594,1.1679031496371737,0,0,1.9727273,15.234541
Fine loamy,Luvisol: Well drained mineral soils,0.028013285629885885,-1.055718715908483,0,0,-1.083732001538369,2.971986714370114,0,0,17.445656,6.5998244
Fine loamy,Luvisol: Well drained mineral soils,-0.9448131515582718,-1.0701364956648263,0,0,-0.12532334410655444,3.9448131515582716,0,0,18.691452,-2.8956904
Fine loamy,Luvisol: Well drained mineral soils,-0.4516441938170529,-0.3319461721400644,3,3,0.11969802167698851,0.4516441938170529,0,1,-5.400451,-4.196743
Peat,Peat soils,-0.34580428051185974,-0.7269933374638627,2,2,-0.381189056952003,1.3458042805118597,0,0,-2.2742193,15.600573
Fine loamy,Luvisol: Well drained mineral soils,-0.703858455310279,-1.0730200516160948,0,0,-0.3691615963058158,3.703858455310279,0,0,19.96666,1.2824005
